original_title,budget,revenue,runtime,vote_count,evaluation
The Greatest,6000000,0,99,34,moyen
Snow Flower and the Secret Fan,134005,1332231,104,22,moyen
Come Early Morning,6000000,0,97,10,moyen
Lucky Break,0,0,107,11,moyen
Julia,0,0,117,30,moyen
"Surfer, Dude",6000000,69497,85,25,mediocre
Lake of Fire,0,25,152,10,bien
11:14,6000000,0,86,206,moyen
Men of War,0,0,103,29,moyen
Don McKay,0,0,87,21,moyen
Deadfall,12000000,66351,95,224,moyen
A Shine of Rainbows,6000000,0,101,14,moyen
The Hit List,6000000,0,90,73,moyen
Emma,0,0,240,38,bien
Videodrome,5952000,2120439,87,454,moyen
L'Auberge espagnole,5300000,3897799,122,266,moyen
Song One,6000000,32251,86,87,moyen
Oorlogswinter,4000000,530048,103,66,moyen
Freaky Deaky,0,0,90,18,mediocre
The Train,5800000,6800000,133,72,moyen
Trade Of Innocents,0,0,91,12,moyen
ต้มยำกุ้ง,6000000,27165581,108,167,moyen
Stiff Upper Lips,0,0,99,1,bien
Bend It Like Beckham,3500159,76578641,112,578,moyen
Sunshine State,0,0,141,10,moyen
Crossover,5800000,7000000,95,10,mediocre
Khiladi 786,0,126,139,11,mediocre
[REC]²,5600000,18469680,85,489,moyen
Standing Ovation,0,531826,105,6,mediocre
The Sting,5500000,159616327,129,622,bien
Chariots of Fire,5500000,58972904,123,207,moyen
Diary of a Mad Black Woman,0,0,116,71,moyen
Shine,0,0,105,131,moyen
Don Jon,6000000,0,90,1671,moyen
High Plains Drifter,5500000,15700000,105,278,moyen
Ghost World,7000000,0,111,426,moyen
Iris,0,0,91,47,moyen
Galaxina,5500000,4865000,95,16,mediocre
Les Choristes,0,0,96,526,moyen
Mambo Italiano,4361898,3031801,92,28,moyen
Wonderland,5000000,2466444,104,73,moyen
Do the Right Thing,6500000,37295445,120,292,bien
Harvard Man,0,0,99,15,mediocre
Le Havre,3850000,0,93,97,moyen
Irréversible,0,792,97,538,moyen
R100,5500000,0,100,31,moyen
Rang De Basanti,2200000,11502151,157,97,moyen
Animals,0,0,90,9,moyen
Salvation Boulevard,8000000,0,96,28,moyen
The Ten,0,0,96,57,mediocre
A Room for Romeo Brass,0,0,90,18,moyen
Hodejegerne,0,15699707,100,399,moyen
Grabbers,0,0,94,140,moyen
Saint Ralph,0,0,95,24,moyen
Miss Julie,5500000,5000000,120,45,moyen
Somewhere in Time,5100000,0,103,102,moyen
Dum Maaro Dum,0,0,130,7,moyen
Insidious: Chapter 2,5000000,0,106,1211,moyen
Saw II,4000000,152925093,92,1251,moyen
10 Cloverfield Lane,15000000,108286421,103,2468,moyen
Jackass: The Movie,5000000,64282312,87,345,moyen
Lights Out,4900000,44107032,81,1129,moyen
Paranormal Activity 3,5000000,205703818,83,669,moyen
Ouija,5000000,103590271,89,983,mediocre
A Nightmare on Elm Street 3: Dream Warriors,5000000,44793222,96,354,moyen
No se Aceptan Devoluciones,5500000,99067206,115,205,moyen
Paranormal Activity 4,5000000,142817992,95,563,moyen
The Robe,4100000,36000000,135,42,moyen
The Return of the Pink Panther,5000000,41833347,113,137,moyen
Freddy's Dead: The Final Nightmare,11000000,34872033,89,272,moyen
Monster,8000000,60378584,110,485,moyen
"20,000 Leagues Under the Sea",5000000,28200000,127,157,moyen
Paranormal Activity: The Marked Ones,5000000,86362372,84,449,moyen
The Elephant Man,5000000,26010864,124,719,bien
Dallas Buyers Club,5000000,55198285,117,2886,bien
The Lazarus Effect,3300000,64110728,83,505,moyen
Memento,9000000,39723096,113,4028,bien
Oculus,5000000,44030246,104,1050,moyen
Clerks II,5000000,26888376,97,398,moyen
Billy Elliot,5000000,110000000,110,750,moyen
The Way Way Back,4600000,23198652,103,688,moyen
House Party 2,0,0,94,21,mediocre
The Man from Snowy River,3500000,20659423,104,37,moyen
Doug's 1st Movie,0,0,77,22,moyen
The Apostle,5000000,0,134,38,moyen
Mommie Dearest,0,0,129,54,moyen
Our Idiot Brother,10000000,17273593,90,365,moyen
Race,5000000,24804129,134,478,moyen
The Players Club,0,0,104,14,moyen
"As Above, So Below",5000000,40100000,93,766,moyen
Addicted,0,0,105,63,moyen
Eve's Bayou,0,0,109,27,moyen
Still Alice,5000000,43884652,99,1104,moyen
The Egyptian,5000000,15000000,139,11,moyen
Nighthawks,5000000,19905359,99,86,moyen
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14000000,100,191,mediocre
My Big Fat Greek Wedding,5000000,368744044,95,671,moyen
Spring Breakers,5000000,31724284,94,1551,moyen
Halloween: The Curse of Michael Myers,5000000,15116634,88,170,moyen
Y tu mamá también,5000000,33616692,106,315,moyen
Shaun of the Dead,4000000,30039392,99,2420,moyen
The Haunting of Molly Hartley,0,0,82,48,mediocre
Lone Star,5000000,13269963,135,77,moyen
Halloween 4: The Return of Michael Myers,5000000,17768757,88,209,moyen
April Fool's Day,5000000,0,89,73,moyen
Diner,0,0,110,83,moyen
Lone Wolf McQuade,5000000,12232628,107,67,moyen
Apollo 18,5000000,25562924,86,356,moyen
Sunshine Cleaning,5000000,16174377,102,255,moyen
No Escape,5000000,54418872,103,777,moyen
The Beastmaster,0,14056528,118,97,moyen
Solomon and Sheba,5000000,12200000,139,8,moyen
Fifty Shades of Black,20000000,21164799,92,331,mediocre
Not Easily Broken,0,0,99,9,moyen
A Farewell to Arms,4,25,89,28,moyen
The Perfect Match,0,0,96,42,moyen
Digimon: The Movie,5500000,0,82,72,moyen
Saved!,0,0,92,147,moyen
Les Invasions barbares,8000000,3432342,99,77,moyen
Robin and Marian,0,0,106,50,moyen
The Forsaken,5000000,0,90,47,mediocre
Force 10 from Navarone,5000000,7230000,118,91,moyen
UHF,5000000,0,97,89,moyen
Grandma's Boy,0,6538177,94,220,moyen
Slums of Beverly Hills,5000000,0,91,44,moyen
C'era una volta il West,5000000,5321508,175,1128,bien
Made,5000000,5476060,94,55,moyen
Moon,5000000,9760104,97,1794,bien
Keeping Up with the Steins,0,0,90,18,moyen
Sea Rex 3D: Journey to a Prehistoric World,5000000,4074023,41,11,moyen
The Sweet Hereafter,5000000,3263585,112,103,moyen
Des hommes et des dieux,4000000,41424067,120,91,moyen
Bottle Shock,5000000,4040588,110,60,moyen
Jekyll and Hyde ... Together Again,0,0,87,5,mediocre
Heavenly Creatures,5000000,3049135,99,294,moyen
90 Minutes in Heaven,5000000,4842699,121,40,moyen
Everything Must Go,5000000,2614773,97,208,moyen
Zero Effect,5000000,1980338,116,55,moyen
The Machinist,5000000,8203235,101,1247,moyen
Light Sleeper,5000000,0,103,15,moyen
Kill the Messenger,5000000,2450846,112,355,moyen
Rabbit Hole,5000000,5129058,91,165,moyen
Party Monster,5000000,742898,98,58,moyen
Green Room,5000000,3220371,95,683,moyen
The Oh in Ohio,5000000,0,88,27,moyen
Atlas Shrugged Part III: Who is John Galt?,5000000,846704,99,15,mediocre
Bottle Rocket,7000000,560069,91,281,moyen
Albino Alligator,6000000,0,97,45,moyen
"Gandhi, My Father",0,0,136,2,moyen
Standard Operating Procedure,0,0,117,14,moyen
Out of the Blue,0,0,94,17,moyen
Tucker and Dale vs Evil,5000000,5476793,89,847,moyen
"Lovely, Still",0,0,92,13,moyen
Tycoon,0,0,128,4,moyen
Desert Blue,0,0,90,9,moyen
Decoys,5000000,0,95,33,mediocre
The Visit,5000000,98450062,94,1360,moyen
Redacted,5000000,782102,90,37,moyen
Fascination,0,0,95,4,mediocre
Area 51,5000000,0,91,151,mediocre
Mientras duermes,5000000,0,107,202,moyen
The Cottage,0,0,92,80,moyen
Dead Like Me: Life After Death,0,0,87,65,moyen
Farce of the Penguins,0,0,80,13,mediocre
Flying By,0,0,95,2,moyen
Rudderless,5000000,0,105,105,moyen
Henry & Me,5000000,0,67,3,mediocre
Christmas Eve,0,0,95,24,moyen
We Have Your Husband,0,0,89,3,moyen
Dying of the Light,15000000,0,94,118,mediocre
Born Of War,0,0,109,7,mediocre
Capricorn One,5000000,0,123,131,moyen
Running Forever,0,0,88,0,mediocre
Yoga Hosers,5000000,0,88,102,mediocre
Navy Seals vs. Zombies,0,0,97,36,mediocre
Obsluhoval jsem anglického krále,0,0,120,22,moyen
Soul Kitchen,5000000,17872796,99,116,moyen
Sling Blade,1000000,24475416,135,231,moyen
The Awakening,4798235,209696,107,458,moyen
Hostel,4800000,80578934,94,887,moyen
A Cock and Bull Story,0,0,94,43,moyen
Take Shelter,5000000,3099314,120,471,moyen
Lady in White,0,0,112,25,moyen
Driving Lessons,0,0,98,47,moyen
Let's Kill Ward's Wife,5000000,0,81,76,moyen
The Texas Chainsaw Massacre 2,4700000,8025872,101,139,moyen
Pat Garrett & Billy the Kid,4638783,11000000,106,65,moyen
Only God Forgives,4800000,10337387,90,862,moyen
Camping Sauvage,0,0,80,4,mediocre
Without Men,4,0,83,8,mediocre
Dear Frankie,0,0,105,46,moyen
All Hat,0,0,89,1,mediocre
Le Nom des gens,4600000,0,100,93,moyen
Treading Water,4700000,0,92,6,moyen
Savage Grace,4600000,0,97,60,moyen
Out of the Blue,0,0,103,18,moyen
Police Academy,4500000,146198896,96,602,moyen
The Blue Lagoon,4500000,58853106,104,408,moyen
Four Weddings and a Funeral,6000000,254700832,117,632,moyen
Fast Times at Ridgemont High,4500000,27092880,90,322,moyen
Moby Dick,4500000,10400000,116,89,moyen
25th Hour,15000000,13060843,135,629,moyen
Bound,4500000,7011317,108,198,moyen
Requiem for a Dream,4500000,7390108,102,2443,bien
State Fair,0,0,96,19,moyen
"Tango, no me dejes nunca",0,0,115,6,moyen
Salvador,4500000,0,123,71,moyen
Moms' Night Out,5000000,10429707,98,121,moyen
Donnie Darko,6000000,1270522,113,3452,bien
Salvando al Soldado Perez,0,0,105,18,moyen
Karakter,4500000,0,122,25,bien
Spun,2000000,0,101,132,moyen
Life During Wartime,4500000,744816,97,30,moyen
친절한 금자씨,0,23803308,115,356,moyen
"Nannerl, la soeur de Mozart",0,0,120,13,moyen
Mean Machine,0,0,99,157,moyen
放‧逐,4500000,0,110,46,moyen
Blackthorn,0,623528,98,73,moyen
Lilja 4-Ever,0,0,109,139,bien
After.Life,4500000,3606395,104,251,moyen
Fugly,0,0,134,2,moyen
One Flew Over the Cuckoo's Nest,3000000,108981275,133,2919,bien
R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,85,35,moyen
Silent Movie,0,0,86,78,moyen
Airlift,4500000,32000000,126,57,moyen
Anne of Green Gables,0,0,199,68,bien
Falcon Rising,0,0,103,71,moyen
The Sweeney,3730500,6294161,112,109,moyen
Sexy Beast,5000000,0,89,217,moyen
Snabba Cash,0,0,124,63,moyen
Whale Rider,8000000,41400000,101,111,moyen
Paa,3250000,0,133,19,moyen
Cargo,0,0,120,140,moyen
High School Musical,4200000,0,98,1000,moyen
Love and Death on Long Island,0,0,93,11,moyen
Ночной дозор,4200000,32000000,114,210,moyen
The Crying Game,3705538,62548947,112,176,moyen
Porky's,4000000,125728258,94,183,moyen
Survival of the Dead,4000000,0,90,116,mediocre
Night of the Living Dead,114000,30000000,96,580,moyen
Lost in Translation,4000000,119723856,102,1895,moyen
Annie Hall,4000000,38251425,93,1010,bien
The Greatest Show on Earth,4000000,36000000,152,50,moyen
Monster's Ball,4000000,44909486,111,250,moyen
Maggie,4000000,187112,95,593,moyen
Leaving Las Vegas,3600000,49800000,112,360,moyen
Hansel and Gretel Get Baked,4500000,0,86,67,mediocre
The Front Page,4000000,0,105,68,moyen
The Boy Next Door,4000000,52425855,91,1022,mediocre
Trapeze,4000000,14400000,105,22,moyen
The Kids Are All Right,3500000,34705850,106,506,moyen
They Live,4000000,13008928,94,550,moyen
The Great Escape,4000000,11744471,172,717,bien
What the #$*! Do We (K)now!?,0,10000000,109,34,moyen
The Last Exorcism Part II,5000000,15179302,88,203,mediocre
Boyhood,4000000,44349000,164,1971,moyen
Scoop,4000000,31584901,96,420,moyen
The Wash,7000000,10229331,93,26,moyen
3 Strikes,6000000,9000000,82,15,moyen
The Cooler,32000000,0,101,89,moyen
The Misfits,4000000,8200000,124,72,moyen
The Night Listener,0,0,91,57,moyen
The Jerky Boys,0,0,82,10,mediocre
El orfanato,0,44000000,105,633,moyen
A Haunted House 2,0,0,87,346,moyen
The Rules of Attraction,4000000,0,110,168,moyen
Topaz,4000000,6000000,143,77,moyen
Let's Go to Prison,4000000,4630045,84,69,moyen
Four Rooms,4000000,4300000,98,530,moyen
Secretary,4000000,9304609,104,376,moyen
The Real Cancun,0,0,96,8,mediocre
Talk Radio,4000000,3468572,110,46,moyen
Waiting for Guffman,0,0,84,63,moyen
Love Stinks,0,0,94,11,moyen
You Kill Me,4000000,2426851,90,80,moyen
Thumbsucker,0,1919197,96,67,moyen
Red State,4000000,1104682,88,316,moyen
Mirrormask,4000000,866999,101,102,moyen
Samsara,4000000,0,102,167,bien
The Barbarians,0,0,87,8,moyen
The Art of Getting By,0,1406224,83,415,moyen
Zipper,0,0,103,58,moyen
Poolhall Junkies,0,0,99,25,moyen
The Loss of Sexual Innocence,4000000,0,106,9,moyen
Holy Motors,0,641100,115,228,moyen
Joe,4000000,2365467,118,338,moyen
Shooting Fish,3000000,302204,109,23,moyen
Prison,1300000,354704,102,27,moyen
Psycho Beach Party,1500000,0,95,26,moyen
The Big Tease,0,0,87,6,moyen
"Guten Tag, Ramón",4000000,0,119,18,bien
Trust,9500000,120000,104,307,moyen
An Everlasting Piece,0,0,103,1,moyen
Among Giants,0,0,93,2,mediocre
Adore,16000000,318982,100,291,moyen
The Velocity of Gary,4000000,0,100,5,mediocre
Los lunes al sol,4000000,146402,113,36,moyen
Stake Land,650000,33245,98,285,moyen
The Last Time I Committed Suicide,0,0,92,7,moyen
Praia do Futuro,0,0,106,31,moyen
Another Happy Day,4000000,355688,119,37,moyen
A Lonely Place to Die,4000000,25345000,99,157,moyen
Nothing,0,0,90,38,moyen
Географ глобус пропил,0,4037782,120,23,moyen
1776,0,0,142,20,moyen
Inescapable,0,0,93,13,moyen
Hell's Angels,3950000,8000000,127,19,moyen
Purple Violets,4000000,0,103,9,moyen
The Veil,4000000,0,93,118,mediocre
The Loved Ones,0,0,84,207,moyen
The Helpers,4000000,0,78,8,mediocre
The Perfect Wave,0,0,113,21,mediocre
A Man for All Seasons,3900000,28350000,120,89,moyen
Network,3800000,23689877,121,381,bien
Gone with the Wind,4000000,400176459,238,970,bien
Desert Dancer,0,0,98,18,moyen
Major Dundee,3800000,14873,123,38,moyen
Annie Get Your Gun,3768785,8000000,107,22,moyen
Four Lions,967686,4270000,101,423,moyen
Casa de Areia,0,0,115,9,moyen
Defendor,3500000,44462,101,195,moyen
The Pirate,3700000,2956000,102,17,moyen
The Good Heart,3800000,0,95,21,moyen
The History Boys,4000000,13401952,109,66,moyen
Midnight Cowboy,3600000,44785053,113,299,moyen
The Full Monty,3500000,257850122,91,363,moyen
Airplane!,3500000,83453539,88,1074,moyen
Chain of Command,5000000,0,88,11,moyen
Friday,3500000,28215918,91,503,moyen
Menace II Society,3500000,27900000,97,173,moyen
Creepshow 2,3500000,14000000,92,129,moyen
The Ballad of Cable Hogue,3716946,5000000,121,47,moyen
In Cold Blood,3500000,13007551,134,82,moyen
The Nun's Story,3500000,12800000,149,46,moyen
Harper,3500000,12000000,121,35,moyen
Frenzy,3500000,12600000,116,158,moyen
The Witch,3500000,40423945,92,1434,moyen
I Got the Hook Up,0,0,93,8,moyen
She's the One,3500000,9482579,96,70,moyen
Gods and Monsters,10000000,6451628,105,81,moyen
El secreto de sus ojos,2000000,33965843,129,626,bien
Train,0,0,94,36,mediocre
Evil Dead II,3600000,5923044,84,742,bien
Pootie Tang,0,0,81,43,moyen
Sharknado,1000000,0,86,476,mediocre
La otra conquista,0,0,105,4,moyen
Trolljegeren,3500000,4159678,103,583,moyen
Ira & Abby,0,0,104,9,moyen
Winter Passing,3500000,113783,98,28,moyen
D.E.B.S.,3500000,0,91,90,moyen
The Masked Saint,0,0,111,7,mediocre
The Betrayed,3500000,0,98,10,moyen
Taxman,0,0,104,1,mediocre
The Secret,0,0,200,0,mediocre
2:13,3500000,0,96,10,mediocre
"Batman: The Dark Knight Returns, Part 2",3500000,0,78,419,bien
Time to Choose,3500000,0,100,0,mediocre
In the Name of the King III,3500000,0,85,19,mediocre
Wicked Blood,3500000,0,92,37,moyen
Dawn Patrol,0,0,86,11,moyen
Lords of London,3440000,0,90,6,mediocre
High Anxiety,3400000,31063038,94,84,moyen
La Marche de l'empereur,8000000,127392239,80,358,moyen
Margin Call,3500000,19504039,107,524,moyen
August,0,0,100,15,moyen
Choke,3000000,3830137,92,127,moyen
Whiplash,3300000,13092000,105,4254,bien
Cidade de Deus,3300000,30641770,130,1814,bien
Human Traffic,600000,4000000,99,97,moyen
To Write Love on Her Arms,3400000,0,118,47,moyen
The Dead Girl,0,0,85,66,moyen
Jagten,3800000,16800000,115,927,bien
A Christmas Story,0,19294144,94,344,moyen
Bella,0,0,91,37,moyen
Class of 1984,4300000,0,98,66,moyen
Opposite Sex,3300000,45000,96,9,mediocre
Dreaming of Joseph Lees,2000000,7,92,1,bien
Entre les murs,0,28814580,128,174,moyen
Rosemary's Baby,3200000,33395426,136,863,moyen
The Man Who Shot Liberty Valance,3200000,8000000,123,265,moyen
Adam,0,2277396,99,150,moyen
"María, llena eres de gracia",0,0,101,101,moyen
Beginners,3200000,5332926,105,347,moyen
Feast,0,658573,95,160,moyen
Animal House,2700000,141000000,109,418,moyen
Goldfinger,2500000,124881062,110,987,moyen
Antiviral,2400000,0,110,112,moyen
It's a Wonderful Life,3180000,9644124,130,1076,bien
Trainspotting,4000000,16491080,93,2655,bien
The Original Kings of Comedy,0,0,115,15,moyen
Paranormal Activity 2,3000000,177512032,91,722,moyen
Waking Ned,0,0,91,54,moyen
Bowling for Columbine,4000000,35564473,120,453,moyen
归来,0,0,111,49,moyen
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,29999213,87,361,moyen
A Room with a View,3000000,20966644,117,156,moyen
The Purge,3000000,89328627,86,2428,moyen
Sinister,3000000,77712439,110,1573,moyen
Martin Lawrence Live: Runteldat,3000000,19184015,113,1,moyen
Cat on a Hot Tin Roof,3000000,17570324,108,165,bien
Beneath the Planet of the Apes,3000000,18999718,95,361,moyen
Air Bud,3000000,23144499,98,106,moyen
Pokémon 3: The Movie,16000000,68411275,93,137,moyen
Friday the 13th Part VI: Jason Lives,3000000,19472057,86,216,moyen
The Bridge on the River Kwai,3000000,33300000,161,542,bien
Spaced Invaders,3000000,15369573,100,25,mediocre
Family Plot,2000000,7900000,121,86,moyen
The Apartment,3000000,25000000,125,483,bien
Jason Goes to Hell: The Final Friday,3000000,15938065,87,193,mediocre
Torn Curtain,3000000,13000000,128,120,moyen
Dave Chappelle's Block Party,3000000,11718595,100,28,moyen
Slow West,0,229094,84,367,moyen
Krush Groove,3000000,0,97,11,moyen
Next Day Air,0,0,84,36,moyen
Elmer Gantry,3000000,10400000,146,41,moyen
Judgment at Nuremberg,3000000,10000000,186,155,bien
Trippin',0,9016377,94,4,mediocre
Red River,3000000,9012000,133,82,moyen
Phat Girlz,0,0,99,10,mediocre
Before Midnight,3000000,11176469,108,568,moyen
Teen Wolf Too,0,0,95,46,mediocre
Phantasm II,3000000,7282851,97,94,moyen
Woman Thou Art Loosed,3000000,6804016,94,3,moyen
Real Women Have Curves,0,0,86,19,moyen
Water,0,10422387,115,34,moyen
East Is East,3800000,28200000,97,59,moyen
Whipped,3000000,0,82,11,mediocre
Kama Sutra - A Tale of Love,3000000,4109095,117,35,moyen
Please Give,3000000,0,90,57,moyen
Willy Wonka & the Chocolate Factory,3000000,4000000,100,798,moyen
Warlock: The Armageddon,0,0,98,38,moyen
8 Heads in a Duffel Bag,0,0,95,39,moyen
Days of Heaven,0,0,94,234,bien
Thirteen Conversations About One Thing,0,0,104,25,moyen
Jawbreaker,3000000,3076820,87,90,moyen
Basquiat,2962051,3011195,108,94,moyen
Frances Ha,0,4069826,86,345,moyen
Tsotsi,3000000,9879971,94,94,moyen
Happiness,3000000,2807390,139,194,moyen
DysFunktional Family,0,0,89,4,moyen
Tusk,2800000,1826705,102,366,moyen
올드보이,3000000,14980005,120,1945,bien
Letters to God,0,0,110,37,moyen
Hobo with a Shotgun,3000000,748453,86,211,moyen
Compadres,3000000,0,101,17,moyen
Freeway,3000000,0,110,95,moyen
Love's Abiding Joy,0,0,87,12,moyen
Fish Tank,3000000,2357852,123,250,moyen
Damsels in Distress,0,0,99,67,moyen
Creature,0,0,176,21,mediocre
Bachelorette,3000000,11947954,87,444,moyen
Brave New Girl,0,0,120,3,mediocre
Tim and Eric's Billion Dollar Movie,0,0,94,34,moyen
Sommersturm,2700000,0,98,59,moyen
Chain Letter,0,0,96,37,mediocre
Just Looking,3000000,0,97,5,moyen
The Divide,3000000,22000,112,197,moyen
The Eclipse,0,0,88,15,moyen
Demonic,3000000,3387000,83,148,mediocre
My Big Fat Independent Movie,0,0,80,5,mediocre
The Deported,0,0,90,0,mediocre
Tanner Hall,0,0,96,32,moyen
Open Road,3000000,0,85,18,moyen
They Came Together,0,0,84,171,moyen
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,0,0,80,28,mediocre
Never Back Down 2: The Beatdown,3000000,0,90,136,moyen
Point Blank,2500000,3200000,92,95,moyen
Four Single Fathers,3,0,100,0,mediocre
Enter the Dangerous Mind,0,0,88,14,mediocre
Something Wicked,3000000,0,95,16,mediocre
AWOL-72,3000000,0,79,10,mediocre
Iguana,0,0,88,1,moyen
Chicago Overcoat,3200000,0,95,5,moyen
Barry Munday,0,0,95,22,moyen
Central do Brasil,2900000,5596708,113,126,bien
Pocketful of Miracles,2900000,5000000,136,25,moyen
Close Range,0,0,80,54,mediocre
Boynton Beach Club,0,0,105,3,moyen
Amnesiac,3000000,0,90,52,mediocre
Freakonomics,3000000,103735,93,36,moyen
Haute tension,0,0,91,271,moyen
Griff the Invisible,2902660,0,93,34,moyen
Unnatural,0,0,89,12,mediocre
Hustle & Flow,8000000,23563727,116,99,moyen
Some Like It Hot,2883848,25000000,122,808,bien
Friday the 13th Part VII: The New Blood,2800000,19170001,88,192,moyen
The Wizard of Oz,2777000,33754967,102,1642,moyen
Young Frankenstein,2800000,86273333,106,854,bien
Diary of the Dead,2000000,5364858,95,190,moyen
Lage Raho Munna Bhai,0,0,144,44,bien
Ulee's Gold,0,0,112,19,moyen
The Black Stallion,2700000,37799643,118,59,moyen
Rejsen til Saturn,0,0,90,10,mediocre
Donovan's Reef,2686000,6600000,109,30,moyen
De jurk,0,0,103,3,moyen
A Guy Named Joe,2627000,5363000,120,8,moyen
Blazing Saddles,2600000,119500000,93,609,moyen
Friday the 13th: The Final Chapter,2600000,32980880,91,237,moyen
Ida,2159280,10700000,80,260,moyen
Maurice,0,0,134,61,moyen
Beer League,0,0,86,22,moyen
Riding Giants,2600000,3166000,105,23,bien
Los cronocrímenes,2600000,553198,92,308,moyen
疯狂的赛车,0,0,99,13,moyen
Timber Falls,2600000,0,97,38,moyen
Singin' in the Rain,2540800,7200000,103,727,bien
"Fat, Sick & Nearly Dead",0,0,97,47,moyen
A Haunted House,2500000,60141683,86,516,moyen
2016: Obama's America,2500000,33400000,87,19,mediocre
That Thing You Do!,0,34585416,108,225,moyen
Halloween III: Season of the Witch,2500000,14400000,98,229,moyen
Escape from the Planet of the Apes,2500000,12348905,98,264,moyen
Hud,2500000,10000000,112,66,moyen
Kevin Hart: Let Me Explain,0,32230907,74,95,moyen
My Own Private Idaho,2500000,0,104,212,moyen
Garden State,2500000,26781723,102,618,moyen
Before Sunrise,2500000,5535405,105,959,bien
Sur le seuil,0,0,100,8,moyen
Jesus' Son,0,0,107,22,moyen
Saving Face,0,0,91,32,moyen
Brick Lane,0,0,102,15,moyen
Robot & Frank,2500000,3325038,85,450,moyen
My Life Without Me,0,9726954,106,77,moyen
The Spectacular Now,2500000,6854611,95,1048,moyen
Religulous,0,0,101,197,moyen
Fuel,0,0,90,3,moyen
Valley of the Heart's Delight,0,0,100,1,moyen
Eye of the Dolphin,2500000,71904,100,7,moyen
8: The Mormon Proposition,0,0,80,6,moyen
The Other End of the Line,14000000,0,106,50,moyen
Anatomie,0,0,103,61,moyen
Sleep Dealer,2500000,107559,90,40,moyen
Super,2500000,324138,96,441,moyen
Christmas Mail,0,0,89,15,moyen
Stung,2500000,0,87,63,mediocre
Antibirth,35000000,0,94,40,mediocre
Get on the Bus,2400000,5731103,120,11,moyen
Thr3e,0,0,101,21,mediocre
Idiocracy,30000000,495303,84,664,moyen
The Rise of the Krays,2500000,0,110,19,mediocre
This Is England,2380000,8176544,101,363,moyen
U.F.O.,2500000,0,101,47,mediocre
Bathing Beauty,2361000,6892000,101,4,moyen
Go for It!,2450000,0,105,5,mediocre
"Dancer, Texas Pop. 81",0,565592,97,1,bien
Show Boat,2300000,11000000,107,18,moyen
Redemption Road,0,0,91,6,mediocre
The Calling,0,0,108,88,moyen
The Brave Little Toaster,2000000,0,90,93,moyen
Fantasia,2280000,83320000,124,808,moyen
8 Days,0,0,90,0,mediocre
Friday the 13th Part III,4000000,36690067,95,254,moyen
Friday the 13th: A New Beginning,2200000,21930418,92,196,moyen
The Last Sin Eater,0,0,117,11,moyen
Do You Believe?,0,0,115,48,moyen
Impact Point,0,0,90,5,moyen
The Valley of Decision,2160000,9132000,119,4,moyen
Eden,2300000,0,97,19,moyen
Chicken Tikka Masala,0,0,90,5,mediocre
There's Always Woodstock,0,0,90,12,moyen
Jack Brooks: Monster Slayer,0,0,85,59,moyen
The Best Years of Our Lives,2100000,23650000,172,143,bien
Bully,0,480811,113,125,moyen
Elling,0,0,89,51,moyen
Mi America,2100000,3330,126,0,mediocre
[REC],1500000,30448000,78,934,moyen
Lies in Plain Sight,0,0,88,4,mediocre
Containment,0,0,77,36,moyen
The Timber,0,0,81,15,mediocre
From Russia with Love,2000000,78898765,115,760,moyen
The Toxic Avenger Part II,0,0,96,39,moyen
Sleeper,2000000,18344729,89,200,moyen
It Follows,2000000,14674076,100,1832,moyen
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,88,215,moyen
To Kill a Mockingbird,2000000,13129846,129,657,bien
Mad Max 2,2000000,24600832,95,957,moyen
醉拳二,0,0,102,242,moyen
Boys Don't Cry,2000000,11540607,118,353,moyen
Silent House,2000000,13101672,85,125,moyen
Das Leben der Anderen,2000000,70000000,137,958,bien
Courageous,1000000,34522221,129,77,moyen
The Hustler,2000000,7600000,134,240,bien
Boom Town,2000000,9172000,119,8,moyen
Les triplettes de Belleville,8000000,1477676,80,231,moyen
Smoke Signals,0,0,89,24,moyen
American Splendor,0,6003587,101,120,moyen
Before Sunset,2700000,15992615,80,718,bien
Amores perros,2000000,20908467,154,521,bien
Thirteen,2000000,4601043,100,339,moyen
Gentleman's Agreement,2000000,7800000,118,47,moyen
Winter's Bone,2000000,13831503,100,565,moyen
Touching the Void,0,13885802,106,138,bien
Alexander's Ragtime Band,2000000,4000000,106,6,mediocre
Me and You and Everyone We Know,0,0,90,107,moyen
Inside Job,2000000,7871522,109,286,bien
We Are Your Friends,6000000,11122090,96,658,moyen
Ghost Dog: The Way of the Samurai,0,0,116,298,moyen
Harsh Times,2000000,5967038,120,197,moyen
Captive,2000000,2801508,97,92,moyen
Full Frontal,2000000,2506446,96,26,mediocre
Witchboard,0,0,98,58,moyen
Shortbus,2000000,5179037,101,140,moyen
Vals Im Bashir,2000000,11125849,90,291,bien
"The Book of Mormon Movie, Volume 1: The Journey",2000000,1672730,120,2,moyen
No End in Sight,2000000,1431623,102,23,moyen
The Diary of a Teenage Girl,2000000,1477002,98,279,moyen
In the Shadow of the Moon,2000000,0,109,31,bien
Meek's Cutoff,0,876302,104,77,moyen
